ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01,19715.929490916722,17954.817432412525,21237.072418356405,19715.929490916722,19715.929490916722,-117.50296513474628,-117.50296513474628,-117.50296513474628,-117.50296513474628,-117.50296513474628,-117.50296513474628,0.0,0.0,0.0,19598.426525781975
2025-02-01,19948.988723573493,17850.155623196133,21007.234133976966,19948.988723573493,19948.988723573493,-597.3694226927317,-597.3694226927317,-597.3694226927317,-597.3694226927317,-597.3694226927317,-597.3694226927317,0.0,0.0,0.0,19351.61930088076
2025-03-01,20159.4938369409,18806.163126056705,22146.969224902874,20159.4938369409,20159.4938369409,245.97621538026385,245.97621538026385,245.97621538026385,245.97621538026385,245.97621538026385,245.97621538026385,0.0,0.0,0.0,20405.47005232116
2025-04-01,20392.55306959767,19404.33972212014,22730.863685012984,20392.55306959767,20392.55306959767,653.8862874645591,653.8862874645591,653.8862874645591,653.8862874645591,653.8862874645591,653.8862874645591,0.0,0.0,0.0,21046.43935706223
2025-05-01,20618.09426249132,19708.438688242048,22884.9635598197,20618.09426249132,20618.09426249132,753.11971237388,753.11971237388,753.11971237388,753.11971237388,753.11971237388,753.11971237388,0.0,0.0,0.0,21371.213974865197
2025-05-31,20843.635455384967,18789.16938833151,21970.51692228906,20842.838448564275,20843.640055606615,-436.6025105688218,-436.6025105688218,-436.6025105688218,-436.6025105688218,-436.6025105688218,-436.6025105688218,0.0,0.0,0.0,20407.032944816146
2025-06-30,21069.176648278615,19487.095275022155,22721.097310693698,21064.05717897634,21072.79763659493,87.89752763298196,87.89752763298196,87.89752763298196,87.89752763298196,87.89752763298196,87.89752763298196,0.0,0.0,0.0,21157.074175911595
2025-07-31,21302.235880935386,19398.976865736677,22676.34064114173,21291.138638407716,21313.069428675873,-223.938320968586,-223.938320968586,-223.938320968586,-223.938320968586,-223.938320968586,-223.938320968586,0.0,0.0,0.0,21078.2975599668
2025-08-31,21535.295113592158,19138.53257715309,22247.196049772287,21516.86722469987,21554.618136713867,-862.1602130822637,-862.1602130822637,-862.1602130822637,-862.1602130822637,-862.1602130822637,-862.1602130822637,0.0,0.0,0.0,20673.134900509893
2025-09-30,21760.836306485806,19524.658583171265,22597.044582913826,21732.70867277029,21788.76967552354,-690.3949873484618,-690.3949873484618,-690.3949873484618,-690.3949873484618,-690.3949873484618,-690.3949873484618,0.0,0.0,0.0,21070.441319137342
2025-10-31,21993.895539142577,19676.53539492559,22925.326458654246,21957.577946264963,22032.226085969673,-713.9265804218954,-713.9265804218954,-713.9265804218954,-713.9265804218954,-713.9265804218954,-713.9265804218954,0.0,0.0,0.0,21279.96895872068
2025-11-30,22219.43673203623,20227.876337353944,23490.901627569372,22172.838603003387,22267.621932772898,-364.6480150526036,-364.6480150526036,-364.6480150526036,-364.6480150526036,-364.6480150526036,-364.6480150526036,0.0,0.0,0.0,21854.788716983625
2025-12-31,22452.495964692996,21280.830274995682,24580.908193003394,22394.371202602688,22514.381084671528,490.74934313039046,490.74934313039046,490.74934313039046,490.74934313039046,490.74934313039046,490.74934313039046,0.0,0.0,0.0,22943.24530782339
2026-01-31,22685.555197349764,22062.314231854787,25262.094759580654,22612.355150770683,22761.29749639905,1033.3634780647608,1033.3634780647608,1033.3634780647608,1033.3634780647608,1033.3634780647608,1033.3634780647608,0.0,0.0,0.0,23718.918675414527
2026-02-28,22896.060310717174,20774.540489755564,24005.994653108355,22809.755702382794,22985.865314109786,-515.589462966288,-515.589462966288,-515.589462966288,-515.589462966288,-515.589462966288,-515.589462966288,0.0,0.0,0.0,22380.470847750887
2026-03-31,23129.11954337394,21000.84418307169,24076.013222348483,23028.63615181162,23231.904192229184,-569.3779718104929,-569.3779718104929,-569.3779718104929,-569.3779718104929,-569.3779718104929,-569.3779718104929,0.0,0.0,0.0,22559.74157156345
2026-04-30,23354.660736267593,22012.10292429707,25217.41765665792,23238.781548308903,23473.40028083948,211.8037249020877,211.8037249020877,211.8037249020877,211.8037249020877,211.8037249020877,211.8037249020877,0.0,0.0,0.0,23566.464461169682
2026-05-31,23587.71996892436,21742.709031722043,24883.963888899456,23455.094557110413,23724.415182370387,-284.0166432613101,-284.0166432613101,-284.0166432613101,-284.0166432613101,-284.0166432613101,-284.0166432613101,0.0,0.0,0.0,23303.70332566305
2026-06-30,23813.261161818005,22380.833585884266,25765.32749405205,23661.73108457357,23967.766417515573,283.28691256127377,283.28691256127377,283.28691256127377,283.28691256127377,283.28691256127377,283.28691256127377,0.0,0.0,0.0,24096.54807437928
2026-07-31,24046.32039447478,22293.7209651017,25616.598018455385,23879.806822478255,24215.90383689816,-160.8264606609625,-160.8264606609625,-160.8264606609625,-160.8264606609625,-160.8264606609625,-160.8264606609625,0.0,0.0,0.0,23885.493933813817
2026-08-31,24279.37962713155,21798.77723591762,24775.62630990228,24095.109802733743,24469.236489347342,-973.1519023240072,-973.1519023240072,-973.1519023240072,-973.1519023240072,-973.1519023240072,-973.1519023240072,0.0,0.0,0.0,23306.227724807544
2026-09-30,24504.9208200252,22181.165664628297,25443.450734966333,24306.209725335673,24713.94407503791,-786.8888292501769,-786.8888292501769,-786.8888292501769,-786.8888292501769,-786.8888292501769,-786.8888292501769,0.0,0.0,0.0,23718.031990775024
2026-10-31,24737.98005268197,22537.882379361658,25672.943120974956,24522.85639830853,24966.032977554318,-806.5451950512178,-806.5451950512178,-806.5451950512178,-806.5451950512178,-806.5451950512178,-806.5451950512178,0.0,0.0,0.0,23931.434857630753
2026-11-30,24963.52124557562,23018.802144465106,26211.78924852479,24733.734332856813,25209.14966380827,-416.0158949837422,-416.0158949837422,-416.0158949837422,-416.0158949837422,-416.0158949837422,-416.0158949837422,0.0,0.0,0.0,24547.505350591877
2026-12-31,25196.58047823239,24130.145375249627,27357.168037722164,24953.697253110236,25462.93347998213,628.9252600066184,628.9252600066184,628.9252600066184,628.9252600066184,628.9252600066184,628.9252600066184,0.0,0.0,0.0,25825.505738239008
2027-01-31,25429.639710889165,25124.46495929319,28447.262096869374,25170.363878083783,25717.647039686854,1348.2920639576316,1348.2920639576316,1348.2920639576316,1348.2920639576316,1348.2920639576316,1348.2920639576316,0.0,0.0,0.0,26777.9317748468
2027-02-28,25640.144824256568,23298.108902834505,26556.053578324252,25350.78910728763,25952.652775403916,-691.6509818848111,-691.6509818848111,-691.6509818848111,-691.6509818848111,-691.6509818848111,-691.6509818848111,0.0,0.0,0.0,24948.493842371758
2027-03-31,25873.204056913342,23392.37332763638,26561.690016131175,25566.127684716193,26209.478465040575,-813.4891844765923,-813.4891844765923,-813.4891844765923,-813.4891844765923,-813.4891844765923,-813.4891844765923,0.0,0.0,0.0,25059.71487243675
2027-04-30,26098.745249806987,24594.821292938945,27850.580150515594,25771.714408972606,26460.0073453239,125.0498405371049,125.0498405371049,125.0498405371049,125.0498405371049,125.0498405371049,125.0498405371049,0.0,0.0,0.0,26223.79509034409
2027-05-31,26331.804482463755,24563.06043592029,27841.252949932627,25990.363321670076,26720.91669304044,-125.2421870508575,-125.2421870508575,-125.2421870508575,-125.2421870508575,-125.2421870508575,-125.2421870508575,0.0,0.0,0.0,26206.562295412896
2027-06-30,26557.345675357406,25308.684703491435,28752.04162075784,26191.185772846162,26976.117302583534,476.7990531470162,476.7990531470162,476.7990531470162,476.7990531470162,476.7990531470162,476.7990531470162,0.0,0.0,0.0,27034.144728504423
2027-07-31,26790.404908014174,24973.20696866021,28366.948952228344,26398.692684225283,27231.492229873875,-103.89100590467892,-103.89100590467892,-103.89100590467892,-103.89100590467892,-103.89100590467892,-103.89100590467892,0.0,0.0,0.0,26686.513902109495
2027-08-31,27023.464140670945,24422.39921119363,27640.284152112137,26610.861139509612,27494.464755993813,-1088.2912258712638,-1088.2912258712638,-1088.2912258712638,-1088.2912258712638,-1088.2912258712638,-1088.2912258712638,0.0,0.0,0.0,25935.17291479968
2027-09-30,27249.0053335646,24835.0587282873,28107.539464977057,26812.629848543485,27736.43615133603,-883.4587246069403,-883.4587246069403,-883.4587246069403,-883.4587246069403,-883.4587246069403,-883.4587246069403,0.0,0.0,0.0,26365.546608957662
2027-10-31,27482.06456622137,24921.744544297195,28238.543783539102,27019.216945639975,28001.412016363516,-896.6972234251721,-896.6972234251721,-896.6972234251721,-896.6972234251721,-896.6972234251721,-896.6972234251721,0.0,0.0,0.0,26585.367342796195
2027-11-30,27707.605759115013,25645.27638517327,28868.131227282105,27213.674865239267,28259.371766372285,-461.69489311811617,-461.69489311811617,-461.69489311811617,-461.69489311811617,-461.69489311811617,-461.69489311811617,0.0,0.0,0.0,27245.910865996895
2027-12-31,27940.664991771788,27108.060007399057,30423.02577577769,27426.231719937583,28522.698087495693,772.0213209308771,772.0213209308771,772.0213209308771,772.0213209308771,772.0213209308771,772.0213209308771,0.0,0.0,0.0,28712.686312702666
2028-01-31,28173.72422442856,28168.175036899007,31526.270652610892,27645.353186002427,28785.68443736029,1658.5356398425056,1658.5356398425056,1658.5356398425056,1658.5356398425056,1658.5356398425056,1658.5356398425056,0.0,0.0,0.0,29832.259864271065
2028-02-29,28391.747377559084,26549.391945195108,29875.466742828037,27844.48007339665,29025.495912273873,-186.5554622281254,-186.5554622281254,-186.5554622281254,-186.5554622281254,-186.5554622281254,-186.5554622281254,0.0,0.0,0.0,28205.191915330957
2028-03-31,28624.806610215852,26835.189436955672,30117.530290779785,28053.28824908538,29286.13240826641,-79.49005854117408,-79.49005854117408,-79.49005854117408,-79.49005854117408,-79.49005854117408,-79.49005854117408,0.0,0.0,0.0,28545.316551674678
2028-04-30,28850.347803109504,27523.491309863926,31105.304247052773,28251.070105467516,29538.139696315055,407.2732927104354,407.2732927104354,407.2732927104354,407.2732927104354,407.2732927104354,407.2732927104354,0.0,0.0,0.0,29257.62109581994
2028-05-31,29083.40703576627,26822.635892621965,30449.93154351298,28463.839535641615,29797.938020683574,-582.7914115181318,-582.7914115181318,-582.7914115181318,-582.7914115181318,-582.7914115181318,-582.7914115181318,0.0,0.0,0.0,28500.61562424814
2028-06-30,29308.948228659923,27560.550123694007,31018.415152022688,28667.012592144067,30047.646629395735,-109.06213002572406,-109.06213002572406,-109.06213002572406,-109.06213002572406,-109.06213002572406,-109.06213002572406,0.0,0.0,0.0,29199.8860986342
2028-07-31,29542.00746131669,27445.3310074813,31024.206675154688,28860.878615743015,30327.89319406163,-293.1239955879321,-293.1239955879321,-293.1239955879321,-293.1239955879321,-293.1239955879321,-293.1239955879321,0.0,0.0,0.0,29248.88346572876
2028-08-31,29775.066693973466,27251.505392790717,30728.40659022007,29064.09757630707,30597.90780449948,-755.4593473643471,-755.4593473643471,-755.4593473643471,-755.4593473643471,-755.4593473643471,-755.4593473643471,0.0,0.0,0.0,29019.60734660912
2028-09-30,30000.60788686711,27805.858725073595,31184.625037890306,29258.54917988683,30855.29592761369,-594.1669392991098,-594.1669392991098,-594.1669392991098,-594.1669392991098,-594.1669392991098,-594.1669392991098,0.0,0.0,0.0,29406.440947568
2028-10-31,30233.667119523885,27848.770723252404,31311.354712890814,29462.568034714586,31114.404498298783,-619.0063627537037,-619.0063627537037,-619.0063627537037,-619.0063627537037,-619.0063627537037,-619.0063627537037,0.0,0.0,0.0,29614.660756770183
2028-11-30,30459.208312417537,28413.665634285742,31819.76625016661,29664.31907057915,31367.620217872947,-307.61245239543746,-307.61245239543746,-307.61245239543746,-307.61245239543746,-307.61245239543746,-307.61245239543746,0.0,0.0,0.0,30151.5958600221
2028-12-31,30692.267545074305,29260.76328366049,32874.87785970472,29870.80244673041,31634.07348635808,357.754800659951,357.754800659951,357.754800659951,357.754800659951,357.754800659951,357.754800659951,0.0,0.0,0.0,31050.022345734254
2029-01-31,30925.326777731076,29830.020011753684,33671.69254731448,30071.72236092057,31895.735225476317,714.1475907895632,714.1475907895632,714.1475907895632,714.1475907895632,714.1475907895632,714.1475907895632,0.0,0.0,0.0,31639.474368520638
2029-02-28,31135.831891098478,29057.297264440094,32656.71156615859,30242.998437238766,32132.50612594767,-347.14596688752147,-347.14596688752147,-347.14596688752147,-347.14596688752147,-347.14596688752147,-347.14596688752147,0.0,0.0,0.0,30788.685924210957
2029-03-31,31368.891123755246,29283.580370115338,32850.763644733786,30446.93103343858,32398.513150729323,-324.5866547677123,-324.5866547677123,-324.5866547677123,-324.5866547677123,-324.5866547677123,-324.5866547677123,0.0,0.0,0.0,31044.304468987535
2029-04-30,31594.432316648898,30051.496675122093,33750.95952328991,30641.076043477162,32657.190787345527,305.9238911694036,305.9238911694036,305.9238911694036,305.9238911694036,305.9238911694036,305.9238911694036,0.0,0.0,0.0,31900.356207818302
